ulasan,label
Belanja di Shopee mempermudah sih ga perlu ke toko atau ke mall. Shopee paylater nya juga oke tapi limitnya kecil banget. It's okay setidaknya mempermudah ga bikin pusing pas lagi butuh sesuatu,3
"Kalau dipikir pikir,Shoopey ini terkadang juga menarik dan menggiurkan dengan harganya,akan tetapi terkadang kami sering terjebak dengan barang yg dibeli tidak sesuai yg digambar atau yg di iklankan..terlebih lagi bilang Gratis Ongkir dan setelah dipakai (Klaim)Ongkirnya juga banyak yg gak bisa terpakai..khususnya COD Terimakasih",2
"Parah shopee ongkir udah mahal banget!!! Sama waktu pengiriman 3 mingguan belum nyampe"" barangx!!! Waduh gimana nih... Gak bisa pilih lagi mau pake jasa expedisi yg mana.... Otomatis shopee express, katax express kok paling mahal + paling lambat!",1
"Aplikasi sering bermasalah mulai dari kendala sinyal internet maupun fitur-fitur nya, sudah dua kali gua beli barang di aplikasi ini tetapi begitu diliat malah nggaa kebeli sama sekali, padahal barang nya butuh banget malah nggaa kebeli",1
"Jujur kurang suka sama berandanya, soal setiap mencet prouduk bukan langsung ke prouduk nya malah kaya foto yang di upload di tiktok yang harus digeser kesamping gitu, jadi harus pencet pop up dibawah kan nyusahin jadi dua kali mencet mana aplikasinya nge lag parah",1
"Saya rating ulang, jualan di shopee pakai ekspedisi spx express merugikan sekali. Sudah berkali-kali paket saya rusak karena pengiriman, bahkan sudah saya packing dobel bubble wrap dan kardus, saya isi pakai bubble dan remahan kardus biar tidak guncang bisa-bisanya pecah dan isinya habis padahal plastik. Saya rugi, nilainya di atas ratusan ribu lho, berkali-kali juga. Ekspedisi tidak mau bertanggung jawab padahal jelas-jelas kesalahan mereka",1
"Tolong doang toko² dari luar negeri jangan dibatasi, casing hp dari luar negeri lebih bagus dan banyak variasi karena hp ku merk I**in*x jd susah cari casing yang bagus kalo dari toko dalam negeri. TOLONG KEMBALIKAN TOKO SHOPEE LUAR NEGERI PLIS WOY NOTIS AKUUU.",1
"Kenapa login ke shoppe kok ga bisa ya? Ada apakah gerangan?tolong segera diperbaiki lagi karna ada pengiriman yang terpending..tiba2 log out sendiri dan mau masuk lagi ga bisa dengan keterangan akun dibatasi,kalo memang shoppe rentan utk di hack tolong lah di perbaiki systemnya,soalnya di shoppe pay saya masih ada uang dan koin lumayan banyak..sudah ke cs nya tapi kurang memuaskan jawaban nya..tolong di bantu follow up dari pihak shoppe..thanks",1
"ini kenapa nomor rekening dan nama di nomor rekening bisa tiba tiba beda ya, habis narik saldo penjual tapi gamasuk-masuk padahal saldo penjual sudah kepotong, eh ternyata nomor rekening sama nama di nomor rekeningnya beda, padahal gabisa di edit. udah gitu saldo penjual nya udah kepotong tapi gamasuk ke rekening. tolong dong bantuannya cara ngatasinnya gmana ya ini apakah saldo masih bisa balik? soalnya jumlah narik saldo penjualnya tidak sedikit",1
"Aplikasi belanja yang harus urat sabar nya di perpanjang, lemot parah puol. Pilihan menu banyak tapi mau bayar 1 wae butuh waktu lama sekali. Endingnya punya shoppe hanya untuk cek harga saja. Tolong ini remainder buat di upgrade lebih cepet dikit lah, menu bagus tapi lemot yoh males pakainya, generasi Z ini butuh sat set. Bukan yg cluwer..... cluwer....",5
"Sama seperti di gambar, Shopee juga dapat memberi kita promo yang menarik di setiap jam. juga menawarkan beberapa produk yang bagus bagus, ya walaupun ada toko yang buruk. tapi itu bukan kesalahan dari APK-nya salah orang yang menjadi owner di toko itu. fitur dari Shopee juga tidak terlalu ribet, karena tipe yang fiturnya satset satset no ribet ribet gitu. jadi suka sama apk Shopee :>",5
"Balikin shopee kaya dulu min, ga ribet ga full ini itu dan juga bisa akses semua jenis produk kalo umur sudah mencukupi, skrng ribet banyak produk yang di blokir dan susah akses produk 18+ contoh ny kaya roko elektrik dan sebagainya. Dari sistem gratis ongkir kalian dan event event besar kalian tiap bulan udah oke, apalagi banyak promo promo menarik, tapi alangkah lebih bagus nya lagi dana dana tambahan gajelas itu dihilangkan saja, contohnya : - Biaya COD - Biaya Garansi - Biaya Tambahan/Dll",2
"Koin shopee saya 50.000 lebih,kalo tidak bisa di uang kan, harusnya bisa di pakai semua untuk belanja, malah yang bisa dipakai belanja 2000,3000 sisanya uang asli, percuma koin banyak, udah seneng banyak koin malah tidak bisa di pakai semua sekaligus",1
"Sangat membantu sekali bisa belanja barang yang saya butuhkan di saat barang tersebut tidak tersedia toko² terdekat di daerah saya, Barang yg dipesan langsung di antarkan Tinggal tunggu di rumah, Cuma ongkirx lumayan untuk ke daerah saya",5
"Saya punya toko di shopee Kenapa biaya administrasi MAHAL BANGET sampai 30rb,biaya layanan 16rb sekian,padahal masih 1 provinsi. Gimana penjual bisa dapat untung Mau naikin harga pasti gk laku karna bnyak saingan, Perbaiki lagi lah biaya administrasinya Penjual gk dapet untung kalau kayak gini caranya dan toko bisa sepi dari pembeli, PARAAHHH!!!😩",1
"Saya kecewa sama shopee... Saya jadi customer platinum sudah lama, tapi ketika saya beli lcd tab huawei yg di kirim penjual rusak, shopee tidak punya solusi padahal harga lcd itu 800 ribuan. Saya harus bayar harga mahal untuk barang rusak sedangkan penjual nya David cellular tidak ada respon ketika di hubungi. Kecewa berat saya sama shopee. Tidak ada perlindungan nya ke konsumen seperti saya padahal tadinya saya percaya bahwa shopee lebih baik dari lazada ternyata saya sama aja.",1
"Semakin kesini banyak video gak jelas & gak berguna di shopee ""RUBBISH"". Tolonglah difilter. Aplikasinya tolong khusus jualan aja atau mau seperti tik tok. Bikin berat aplikasi video2nya. Untuk kenyamanan pembeli.",2
"Tolong banget, diperbaiki secepatnya.... Karena sebentar lagi 5.5, appnya sekarang lemot banget, katanya jaringan eror, paketan saya masih banyak... Udh uninstall download lagi sama bersihin cache masih sama, entah download yg lite yg ori ttp sama. Tolong saya mau check out barang jd gk bisa, tolong diperbaiki, terimakasih",2
"Pelayanan kurir kurang bagus krna tidak boleh di buka sebelum di bayar &kadang barang yg datang tidak sesuai pesanan,,sangat kecewa sama tokonya,,waktu di hubungi tokonya non aktif,,toko seperti itu seharus nya di blokir saja,daripada buat konsumen kecewa,,terima kasih",3
Klo bisa seperti aplikasi lazada . Tercantum nomor TLP kurir yg bawa barang kita . Jadi klo pembayaran COD bisa TLP langsung ke kurir yg bawa paket kita. Klo kita ga ada di rumah enak tinggal TLP kurir nya . Tolong terapkan kaya aplikasi lazada .SPX / call shoope .susah mau hubungi kemna . Cuma live chat ( Ga mengatasi masalah ).,1
"Untuk sementara saya kasih bintang 1 dulu, soalnya saya sangat kecewa banget. Saya Pesan 2 Barang, udah sekitar 3 harian belum nyampe juga. Tolong Buka DM IG nya min, untuk saya kirim bukti fotonya. Kalau sudah sampai barang saya, saya kasih bintang 5.",1
"Aplikasi e-commerce maling.. Beli emas disini barang hilang duit cuma dibalikin 190rb padahal beli emas 1.8jt.. Prosesnya lama, kurirnya maling, cs nya juga ga bisa menyelesaikan masalah padahal sy tiap hari belanja disini bertahun2.. Sy ga Iklas ya uang sy ga kalian balikin full!!!",1
Srg dpt brg sesuai picture ..tp ada kalanya masih ada toko nakal yg jual brg TDK sesuai picture...jg pernah kehilangan pesanan slm proses pengiriman n sygnya TDK bisa dilacak ga tahu kenapa. Sempat kehilangan pesanan dua kali sjk awal belanja di Shopee. semoga bisa selektif memilih toko dg produk yg harus sesuai dg yg ditawarkan,4
"Belanja lebih murah, lebih hemat, lebih praktis.. Hanya prnah kecewa karena barang dtg tidak sesuai pesanan, tnpa ada pemberitahuan dr toko kalo brg stok ny kosong.. Harusnya ada konfirmasi dulu biar bisa ganti dgn brg yg lain.",4
"Halo kak kenapa di upgrade ke shopee 5.5 jadi jelek ya perfoma nya, nggak bisa buka semua fitur shopee yang tersedia, mau co nggak bisa, buka keranjang nggak bisa, isi saldo nggak bisa padahal sudah di ulang ulang log in log out, sinyal lancar. Mau co gimana, koin shopee saya masih ada ini. Tolong solusinya",2
"Kalau mau update fitur aplikasi itu jangan dipisah-pisah, langsung saja kalau ada pemberitahuan itu semua jangan sendiri-sendiri, jadi sewaktu ingin melakukan pembayaran itu tidak lama hanya untuk menunggu downloading fitur pembayaran",1
"Saya pengguna Spinjam, dgn fitur yg sudah diupdate skrang, SANGAT KURANG PUAS!!! Saya pelanggan dgn tidak ada keterlambatan dalam pembayaran, dgb fitur ini khawatir terlambat karena jumlah pembayaran tidak seperti dulu!",1
"Ribet banget belanja disini, padahal yang ngebatalin COD juga sistem mereka. Tapi customer yang kena. Tiap belanja selalu COD. Tapi malah di non-aktifkan CODnya. Mesti nunggu 2bulan katanya kalo COD mau di aktifin lagi. Ribet banget, mending belanja ke Tokopedia atau Tiktokshop ajalah.",1
Mau bayar via shopee pay gagal terus. Download fitur tapi load gak selesai selesai. Mau ke pusat bantuan di aplikasi juga sama aja. Udah di reinstal masih begitu juga. Banyak pesanan di batalkan karena pembayaran shopee pay gabisa digunakan,2
"Mohon pertimbangkan untuk lebih bijak memilih jasa pengirimannya, karna mereka gak mau ngantar sampai rumah. Alangkah baiknya kita bisa pilih jasa pengiriman saat checkout, bukan hanya reguler atau hemat saja, langsung cantumkan nama jasa pengirimannya, jnt, shoppe exspress, ninja ekspress, sicepat, dll. Karna jnt sama shoppe ekspress ini males kali nganter kerumah, jujur untuk saya yg punya bayi itu merepotkan bgt ngambil ke simpang yg jaraknya 1 km dari rumah.",4
"hi, saya ingin login di akun saya sebelumnya cm saya lupa sandi dan coba login dengan lewat email, no hp, dan google account. hanya saja tiap ingin mengirim kode otp dari ketiganya selalu muncul kotak di tengah dan ada simbol loading berputar tpi setelah itu simbol loading berputar nya hilang dan hanya kotak putih saja itu kenapa? padahal koneksi saya lancar sekali untuk scroll semua sosmed bahkan bermain game..jdi tolong dong sayang bgt klo akun saya sebelumnya tidak bsa kembali krna mslh login",4
Aplikasi ini awal nya memuaskan. Tapi ternyata ada diskriminasi. Akun ku tidak pernah ada kenaikan limit sama sekali padahal belanja terus setiap bulan. Sedangkan temen ku yg jarang belanja malah naik trus limit spylater nya. Ini kan aneh.. kecewa sama shoope.. apalagi sekarang pengiriman tidak bisa lagi cari jasa yg lain. Jangan download aplikasi ini... Mending akulaku/toped lebih banyak reword Nya,1
"Terkait promo besar namun tidak diimbangi dengan kenyamanan, keamanan, dan jaminan pelayanan yg sesuai ekspetasi membuat voucher dari promo Shopee hanya tinggal nama. Promo besar namun tidak diimbangi dengan kualitas pelayanan dari pihak shopee maupun toko jelas melahirkan kekecewaan bagi konsumen. Overloud di bagian pesanan dan pengiriman, resikonya barang yang datang tidak sesuai ekspetasi, pembatalan sepihak oleh toko, barang hilang, yg pada akhirnya cuma buang2 waktu utk reture",1
"Ga shopeenya, ga ekspedisinya (spx) sama2 merugikan. Udah beberapa kali bermasalah, sudah segera laporan bukannya malah ditindak buat jadiin apa yang dimau, malah yang dilakukan sebaliknya. Saya sebagai penjual dan customer saya yang sangat menunggu barang saya jadi dirugikan!",1
"Maaf... Aplikasi nya saya hapus, krn pelayanan sangat mengecewakan... Sudah beberapa kali paket saya di retur tanpa pemberitahuan, padahal saya sudah lengkap dan lebih detail.. Tp tetap saja kurir nya tdk bertanggungjawab mengantarkan paket saya....",1
"Kenapa makin kesini makin aneh sistem pengirimannya,di cek paket sedang di antar ke kota tujuan,eh di cek lagi besoknya malah berada di transit ibu kota ,kalau bisa di perbaiki lgi soal sistem dari jasa pengiriman nya,saya awalnya kasih bintang 5 kerna dlu gak ada masalah ,saya udh 4 Thun pake baru ini masalah pengiriman lambat🙏 tolong ya developer nya di perbaiki lgi sistemnya",3
"Semakin lama aplikasi banyak masalah, mulai dari opsi toko yg loadingnya lama sekali kalau mau dibuka, fitur pesanan yg sekarang susah untuk dilihat, fitur produk yg mau nambahin aja susahnya minta ampun, sampai berkali kali masukkin memuat terus terusan, sampai dengan cara log in log out, update, tapi masih aja lambat sekali sekarang aplikasinya",1
Aplikasi buruk!! Cuma ganti perangkat aja sulit login ke akun yang lama! Cuma gara2 belum daftarin email di akun. Shopee. Harus pakai kode verifikasi segala! Coba telepon cs shopee tetap tidak bisa menyelesaikan masalah! Malah ribet harus ada bukti kek apa kek. Kopet!!,1
Semakin sering update malah semakin lemot apalagi kalau buka game loadingnya lama banget. Pertahankan Shopee tanam dan Shopee capit aja sisanya dihapus saja biar smooth kaya dulu lagi. Pernah coba install yang versi lite tapi sayang tidak ada gamenya...,3
"Untuk Shopee pinjam lucu sekali saya tidak pernah telat dan rutin baru mau ajukan keterangannya di tolak karena kredit kurang baik, tolong untuk pihak Shopee liat mana yg kredit kurang baik dan mana yg tertib!!!!",1
Pengalaman suka.order d shopee pilihan barang n harga variasi....tentu sy milih harga yg paling rendah n kwalitas bagus..... pengalaman yg tidak suka.barang datang ada yg tidak sesuai speck d gambar.vidio...dalam kasus ini saya ada beberapa kasus....untuk hal buruk ini memohon adanya chat dengan pihak shopee untuk membuka layanan...keluhan atas order sy sesuai namun barang tidak sesuai...trimakasiiih shopeee,5
"Jelek Semakin kesini semakin jelek..lemot..beli pulsa mahal banget dr merchant lain yang byk gratisan...kasih vocher..terlalu banyak syarat,,tidak bisa digunakan dan dibatasi.....kasih gratisan tengah malam..emangnya hantu gitu..pokoknya jelek banget deh shopee skrg bikin kecewa....jangan lupa shopee jadi besar karena byk yg beli bukan yg jual...ok",1
Kecewa kecewa udh kenpa sih pihak shope kalau tf duluan barang gak sampe sampe terus pas paket dalam pengambilan keputusan pihak penjual. Barangnya gak ada uang nya gak ada ko gini amat udh pesan ke tiga kalinya saya. Biasanya saya gk bkal komen kalau ung nya kecil ini menurut saya lumayan bagaimana tanggapan pihak shope,1
"Beli paket data nya lama banget masuk nya, gak kaya di apk lain langsung masuk, ini beli paket data udah kaya beli barang aja, tolong dong perbaiki lagi, semua nya sudah baik, cuma itu aja kendala nya beli paket data lama, tau lama saya beli paket data di apk lain",2
"shopee.. tingkatkan lagi.. 1. toko2 masih banyak yg jual barang palsu.. maka jika ada costumer yg melaporkan barang dengan bintang 1 lebih dari 3 atau 5 kali.. blokir toko tsb. 2. toko2 masih banyak yg jualan fiktif, cirinya yang review hanya teman2 nya saja.. namanya yg review produk hanya itu itu saja.. itu toko2 begitu jual barang jutaan bisa jadi 100 ribuan.. langsung di blokir saja.. 3. konsumen yg sudah jelas2 di tipu oleh toko2 diatas.. tolong di carikan jalan keluar yaitu solusi.",5
"Harus tetap konsisten dan komitmen. Hargai semua pesanan pelanggan tanpa ada rasa kecewa. Beri sentilan kepada toko yang tidak bagus. Tak perlu ada promo atau apapun, yang utama jujur dalam kesediaan stock dan kualitas barang. Untuk kurir ""jangan pernah membuka segel atau merusak packing"". Utamakan tugas kurir profesional. Terimakasih",5
"Saya selalu mendapatkan kendala jaringan saat ingin mengatur password akun dan masuk ke Shopee Affiliate Program, padahal jaringan lancar, masuk Shopee bisa, buka aplikasi lain seperti IG, Yt, dan Pinterest bisa, mengapa mengatur password dan fitur Shopee Affiliate tidak? Ngeselin sih, soalnya saya pengen nyari duit :( , semoga masalah ini cepet diperbaiki.",1
"Maaf ya Shopee cmn user experience yang kamu ke kasi ke usermu tuh jelek bngt. Masa iya mau kirim foto ke driver Shopee food galeri fotonya belom ter update, banyak foto yang baru saya screenshot ata saya ambil dari kamera ga ter update. Dan sering bngt alamat pengiriman Shopee food saya sesuai tapi di maps driver dan maps Shopee jauh bngt. Tolong diperbaiki deh kataku nyebelin bngt merugikan banyak orang. Ni kalo bisa dikasi bintang 0 kukasi 0",1
"Saya member Platinum di shoope. Kendala saya dengan aplikasi shoope adalah. Untuk fitur software agak berat masuk di shoope lama padahal jaringan bagus saja,apalagi shoope LIVE sangat nge-lag, & tolong karena adanya fitur shoope food,sering saya pesan makanan sering tidak dapat DRIVER.mhon lebih diperhatikan lagi untuk aplikasinya jangan terlalu berat.",3
"Aplikasi Shopee sangat berat ,. Tidak cukup mau diklik 3x harus ber ulang kali baru bisa respon dan aplikasi muat ulang terus., seperti minta restart terus..",5
"Kecewa dengan online shop ini, uang saya ilang dan barang pun ngga datang (400rb), masa iya pihak shopee ngga bisa investigasi hanya karena masa garansi sudah lewat, online shop yg ngga berpihak pada pembeli, hanya seller yg diistimewakan, akun saya sudah platinum pun macam tak ada gunanya. Terimakasih atas ketidak profesionalan anda dalam mengelola online shop anda",1
saya sering belanja di shope sangat lengkap dan murah ada bebas ongkir lagi dan ada game buat ngumpulin poin. poin nya bisa kita jadi potongan harga produk keren kan.,5
"saran untuk spaylater yang saya mengharapkan kedepannya, adanya fitur pilihan pembayaran produk yang ingin di lunasi cicilanya sehingga pembayaran antara pihak Shopee dan Pelanggan lebih menguntungkan kedua belah pihak dan lebih efisien. Thx u",5
"kebijakannya kurang bijaksana menurut saya..karena ada pelanggaran sedikit menurut saya di akun shopee saya,akun saya jadi gak bisa digunakan untuk belanja , spaylater dan spinjam..padahal pembayaran tagihan dulu selalu lancar..minta penghapusan akun pun ditolak...gatau kebijakan seperti apa yang diberlakukan pihak shopee..apk gak manfaat ..",1
"Aplikasi ini membantu bangett jdinya kalo perlu apa apa bisa belanja online disiniii,tapi buat yg nanya kenapa saya kasih bintang 4?? Karna sy dlu pernah ditipu beli apa gitu yg mahal eh datengnya cuma batu hahaha,disitu kecewa bgt sih tapi tenang kok kalo kalian gamau kejadiannya trjadi sama kalian pilih belanjaan yg tepat dan masuk akal yyaaa",4
"saya sangat kecewa dg shopee masa bayar belanja dg shopeepay tidak bisa transfer ke bank dg shopeepay juga tidak bisa tulisannya ""terjadi kesalahan pada sistem gagal login"" semua hal udah saya lakukan dari mulai update,bersihkan canche,bahkan log out dan login akun tpi tetap saja gagal gini nih jadi nyesel top up di shopeepay uang saya jadi sia sia tak terpakai ngestuck di shopeepay. MOHON KEBIJAKANNYA",1
Belanja di shopee gak pernah kecewa karena d shopee kita bisa belanja apa saja tanpa keluar rumah tpi ada kekurangan dari shopee klok pesen harus nunggu beberapa hari sampainya tpi ya jga mempermudah kita tidak keluar rumah dan tidak perlu repot membawa banyak barang,4
"Telat 4 hari spaylater berasa telat 1 bulan! di spam telpon pagi-malem. Pengalaman yg sangat buruk. Bentar lagi lunas, unistal aplikasi! Udah langganan dari 2017 sampai sekarang, Thank's u shopiee tindakan yg di ambil sudah sangat mengecewakan.",1
"Tambahkan mode hemat kuota dong, dengan opsi untuk mengurangi resolusi dan Kompress gambar, menonaktifkan autoplay video, dll yg memungkinkan untuk menghemat sebanyak mungkin penggunaan kuota internet",4
"Kenapa skrg pegiriman di rubah jd hemat regular lah...malah bikin ribet..gak suka gelay..klau kyk gini trs, dan gak di kembalikan seperti semula..jd malas belanja di shopee..tlong utk pengiriman di kembalikan seperti awal sediakala..di kembalikn lg ada jnt jne ud express dll..",4
"Kok Shopee ya jdi gk bisa kembali seperti semula, tadi nya di suruh upgrade, sekali sudah di upgrade kok dk bisa d buka seperti biasanya. Emailnya pun hilang harus buat ulang, padahal baru pesan barang melalui Shopee, gmn tau mw ngecek y? Shopee y aj eror dk bisa di buka kayak semula.",2
"Lama sekali pengiriman kalau paket hemat dari tanggal 16 pesan, kirim tanggal 19. sampai barang 10 mei. dapat voucher belanja 10k.. setiap kali begitu belanja di shopee. kecuali paket reguler yang di bilang cukup mahal pengirimannya dari tanggal 3 Jumat buat pesanan, di kirim tanggal 6 mei Senin dan sampai tanggal 10 mei jumat, begitulah. terimakasih banyak shopee, murah meriah namun saya akan tutup akun selamanya, tak akan memakai shopee lagi. sudah ke 3 kali tutup akun shopee email yg sama.",1
"Setelah di update Browsing nya kok tambah lelet dan sangat boros data,untuk belanja Online jadi kurang nyaman dan boros data, minta tolong untuk diperbaiki,kami sudah cukup lama jadi pelanggan belanja di Shopee,..Terimakasih.",1
"Shopee skrng jadi ribet y,. Padahal cicilan sudah dilunasi,berhasil dan saldonya jd nambah tp notifikasi selalu gagal. Buat Spaylater & Spinjam ny jg suka ga jlas. Masa ada saldonya tp ga bisa digunakan. Bayar cicilan udah sesuai,belanja di Shopee sering,isi ShopeePay jg rajin tapi meteran pelanggan ny ga naik. Pdahal Shopee jg sering update,..",3
Baiknya sih nama kurir yang ditugaskan dikasih tau di app nya jadi kalo belum nyampe nyampe bisa nanya... soalnya kalo nyampe kurir juga ngga mau chat orang nya dimna...kasian kurirnya nunggu... pelanggan juga nunggu biar bisa konfirmasi kalo semisal cod orang nya lagi ngga dirumah,4
"Entah udah berapa tahun saya menggunakan shopee, entah kenapa masih setia dan nyaman dengan aplikasi ini padahal banyak aplikasi lain, meskipun terkadang berat dan loading nya lama dan meskipun gak pernah dapat iphone/android di flash sale nya shopee, aneh nya saya tetap nyaman dan setia menggunakan aplikasi ini.",5
terimakasih Shopee atas respon nya.. sangat terbantu.. 🙏👍👍 Saya punya kendala aplikasi sophee saya di HP terhapus. Jadi saya instal baru tapi no HP saya gk bisa di Terima alasan udah terdaftar di akun yg lain.. Giman tu. Soal nya saya gk bisa pesan barang lagi di Shopee.. Bikin pusing ribet jadi nya.. 🤦‍♂️🤦‍♂️,5
"Kenapa pelayanan shoper berubah jd mengecewakan gini.. Paket aku udh 2x dibatalkan otomatis oleh pihak shopee,,kecewa banget aku. Biasanya juga aman² aja kok. Tolong perbaiki pelayanan shopee yg tidak mempersulit customer nya.",1
Sangat membantu dan sangat aman tergantung toko ny kdng ada yg g bnr ada juga yg bnr amanah jadi tergantung kita ny klo bisa milih itu bisa bgs² dan di shopeey ini bnyk yg bgs dan amanah. Ada juga beberapa doang yg g amanah itu tergantung kita ny pokok shopeey sangat membantu,5
"sebenernya ga terlalu bermasalah si sm shopeenya, enak aja pakenya. tapi tolong untuk ekspedisi ANTERAJA bisa di blacklist ga?, sekarang shopee udah gabisa milih ekspedisi, kesel banget klo paket malah dapet ekspedisi ANTERAJA, soalnya pengirimannya LELET BANGET! bisa sampe 10 hari! masa dari Cirebon sampe subang ngabisin waktu 5 hari?! paketnya selalu stuck disitu. udah komplain ke ekspedisinya lewat email, gaada respon. mau hubungi lewat WA ga dikasih aksesnya. TOLONG PERHATIIN ANTERAJA",2
Kenapa sekarang shopee aplikasi nya lemot. Saya kecewa 5tahun pakai shopee tiba2 fitur jasa kirim termasuk ongkos kirim dihilangkan di akun seller saya tanpa alasan yang pasti ! Padahal tidak pernah berbuat salah atau penalti ! Tolong fitur termasuk ongkos kirim tersedia lagi !!!! (Emot marah),1
"Sementara bintang 3 dulu, shopee tolong di improve lagi aplikasinya, sudah bagus sebenarnya tetapi kenapa jaringan internet saya sudah stabil tetapi sering lag banget, chat tanya produk ke penjual aja sering tidak bisa kekirim padahal jaringan bagus,tolong di perbaiki.",3
"Aplikasi bener-bener lemot. Pindah bentar ke aplikasi lain yg ringan aja kek kalkulator, langsung ngelag parah. Berasa pegang hp kentang buka aplikasi ini. Sekalinya kumat penyakit lemotnya, langsung gabisa pencet apa-apa. Harus di close dlu",1
pengiriman melalui spx nya lama sekali di cek pemberitahuan di lacak pesan pesan di antar ke alamat tujuan di tunggu ngak smpai setelah malam nya di cek di atur pengiriman ulang emng selama itu ya pengiriman melalui spx saya udah ke sekian kali nya mangalami hal seperti ini mohon untuk pihak shoope berbenah dalam masalah pengiriman saya udah beberapa kali sangat2 kecewa dengan masalah pengiriman nya malah kita ngak bisa memilih ekspedisi nya,1
Kok nggak ada notifikasi update terbaru ya ?? Biasanya muncul update otomatis tiap event?? Juga ketika bayar cicilan paylater nggak naik naik.. masih tetap pada jumlah yang sama seperti saat terpotong buat pinjaman,3
"Kepada pihak shopee,tolong bikin fitur pembeda antara toko yang benar benar jualan dan yang jual asal asalan, karena sulit mencari toko yang benar-benar jualan di aplikasi ini,.. saya beli produk yang datang asal asalan.. tolong di tambahkan...!! Jika tidak bintang 1 ini permanen dan saya bersumpah tidak akan pernah menggunakan aplikasi ini lagi.. karena bekerja sama dengan penipu..!!",1
"Apa ini!!! Shopee selalu berpihak ke pembeli sedangkan kami dari penjual selalu mendapat kerugian!!!! Masa return barang dari pembeli harus bayar ongkos kirim dari penjual,saya kirim jauh² ke SPX kena biaya bahan bakar pas kena return malah diambil dari saldo saya ongkos kirim nya udah gede lagi biaya nya, NGACO LAH JIG!!!",1
"Untuk jualan,bayak rugi nya. Sudahla persenan potongan nya super tinggi,setelah itu kalau ada pelanggan return,penjual tidak bisa langsung menolak/ajukan banding,padahal barang yg dikirim sesuai 100%, ditolak karna alasan gak jelas,sangat merugikan penjual! Terlebih kalau pengiriman jauh, modal kita terbenam,karton yg balik hancur² gak bisa dipakai lagi!;",1
Saya suka Krn banyak promo ongkirnya. Kekurangannya kurang kemanannya aja. Sering banyak penipuan. Dan bila ada komplain customer/customer merasa dirugikan. Pihak shoppe kurang membantu memyelesaikannya,4
"suka dengan shopie,belanja mudah,kualitas barang ok,pengiriman juga sesuai estimasi.banyak promo menarik,pokoknya top deh...sy sudah lama menggunakan aplikasi shopie",5
Penanganan pesanan yang tidak di kirimkan kurir sangat buruk. Ditambah lagi karena sudah bekerjasama dengan SPX yang kurirnya selalu terlambat bahkan beberapa kali pesanan tidak diantar ke alamat namun dinyatakan gagal,1
"Entah berapa lama aku pilih shopee soalnya aku selalu belanja di shopee terus banyak barang yg murah, terkadang aku mau beli barang dan tulisannya gratis ongkir, tapi pas di chek out malah ongkirnya mahal bgt tapi walaupun begitu aku masih setia ke shopee sampai kapan pun di mana pun aku milih shopee!!♡♡♡♡♡♡",5
Sejauh ini cukup memuaskan dalam berbelanja kebutuhan tapi tolong untuk vocer gratis ongkir mungkin bisa disesuaikan kembali kadang kala potongan nya gak full masih ada ongkir yang harus dibayar.,4
"Saya sangat suka Karan dgn adanya shopee sangat membantu, tetapi semenjak payleter saya tiba2 tidak bisa di gunakan jadi kurang semangat blanjanya.. padahal tidak ada tunggakan sama sekali dan selalu lancar.. sangat2 aneh.",3
"Untuk shoppe senang sekali sih selalu setia belanja di sini, dan brg yg di jual ok semua ori..tapi kenapa kdg akhir akhir ini pesanan selalu lambat pengiriman .. tapi okelah selalu setia pakai shoppe untukb belanja apapun...🤩🤗",5
"kenapa sehabis diupdate Shopee jd lemot begini? saya sudah memakai wifi yg jaringannya tuh kenceng bgt kenapa buka Shopee malah muter"" dan tertulis 'jaringan tidak tersedia' sedangkan buat buka apk lain lancar sj tp pas buka Shopee kek langsung gaada internet. ini kenapa Shopee udh diupdate bukan nya makin bagus kok malah makin zonk??",3
"shopee sekarang pengiriman nya lama, pengemasan aja sampe 3 hari. biasanya 4 hari udah sampe ke sumatera, ini lama bgt seminggu lebih. biaya penanganan cod juga mahal bgt kek sengaja bgt biar pake spay, gratis ongkir juga pelit bgt",2
"tahun sebelum-sebelum 5 star, tapi makin kemari.. berubah. 1. akun gold (manfaat tidak terasa), 2. cs jawab dimaksimalkan tapi ada 3 pesanan Reguler 2 minggu?. 3. Minta refund malah ditambah estimasi 2x saya cek terus (ada screenshot). 4. Pernah coba via hemat karena pakai reguler lewat estimasi, ekspedisi spx perlu 3 Minggu lebih ampir sebulan (dari semua ekspedisi yg pernah dicoba, cma ini paling lama). 5. stlh ini jga ulasan cma di reply, hub cs tapi ujungnya tidak berbeda.",1
Buat apa opsi pengirima. Instanr 2 jam jika molor besoknya baru dikirim. Pengajuan pembatalan di tolak penjual yg tdk bisa menggirimkan hari itu juga. Klen terlalu berpihak ke seller. Dan selalu terulamg Keknya malas sudah gunakan apk ini,1
"Kasih bintang 1 aja karena kurir dengan bawaan dari shoppe (SPX) Parah amat, alamat lengkap di bilang kurang lengkap, tanpa konfirmasi ke pembelinya. Kejadian udah 3 kali ini, udah dapat mangkok cantik buat nimpuk nih aplikasi",1
